id,long_start,lat_start,long_end,lat_end,length
41,104.1323295,30.59740351,30.59511501,436.5838356,104.1360359
42,104.1323295,30.59740351,30.60123549,518.9610531,104.1354405
43,104.1323295,30.59740351,30.60216894,906.1380717,104.1246492
44,104.149224,30.61054808,30.60674406,503.3719165,104.1463549
45,104.149224,30.61054808,30.6089618,370.0824554,104.1526212
46,104.149224,30.61054808,30.61375537,1119.4482,104.1381502
47,103.9525507,30.75675243,30.75254195,964.822029,103.9613727
48,103.9525507,30.75675243,30.76609451,1371.854501,103.9619529
49,104.0530243,30.75790039,30.7539247,643.6417399,104.0481228
50,104.0530243,30.75790039,30.74499537,1933.671041,104.0666187
51,104.0530243,30.75790039,30.76141245,447.9160573,104.0507089
52,104.0730086,30.74887448,30.74499537,747.6592605,104.0666187
53,104.0730086,30.74887448,30.72578859,2558.887309,104.0726375
54,104.1588451,30.73807002,30.72511547,1877.861688,104.1462028
55,104.1588451,30.73807002,30.72308424,1672.884115,104.1609358
56,104.1588451,30.73807002,30.75834783,2397.625728,104.1675722
57,103.9717958,30.70900484,30.69767357,1304.912095,103.9754957
58,103.9717958,30.70900484,30.71243403,792.6168708,103.979059
59,103.9717958,30.70900484,30.71641552,941.1702069,103.966997
60,104.040111,30.71551717,30.71284378,297.9644774,104.0404398
61,104.040111,30.71551717,30.71599628,491.0600093,104.045209
62,104.0773952,30.69705062,30.69705339,297.4541047,104.0742895
63,104.0773952,30.69705062,30.69703746,126.4330825,104.0787152
64,104.0773952,30.69705062,30.70282784,640.3378561,104.0773157
65,104.1847307,30.69654394,30.69224823,477.2751353,104.184379
66,104.1847307,30.69654394,30.69629187,744.8007551,104.1769595
67,104.1847307,30.69654394,30.70246353,662.8173793,104.1857165
68,103.963491,30.66467205,30.65991764,534.7262649,103.9625424
69,103.963491,30.66467205,30.66471229,1087.243613,103.9748388
70,104.0120406,30.64390586,30.64330149,344.9470654,104.0085096
71,104.0120406,30.64390586,30.64204591,257.6165547,104.0136529
72,104.0120406,30.64390586,30.64454912,233.7971718,104.0143642
73,104.0120406,30.64390586,30.64760226,414.1344437,104.0114083
74,104.0860338,30.64221009,30.64157585,120.2890328,104.0850152
75,104.0860338,30.64221009,30.64181519,55.09816775,104.0863831
76,104.0860338,30.64221009,30.64258043,47.47870099,104.0857848
77,104.0860338,30.64221009,30.6431534,177.9770438,104.0875368
78,104.1747682,30.65471347,30.65114609,395.6032631,104.1749113
79,104.1747682,30.65471347,30.65487167,804.1917262,104.1831593
80,104.1747682,30.65471347,30.65730466,1712.154667,104.1571519
81,104.1747682,30.65471347,30.65937538,516.7491094,104.1748633
82,103.9776869,30.61166959,30.60924975,598.1445228,103.9721097
83,103.9776869,30.61166959,30.62091828,1158.521852,103.972055
84,104.064657,30.61877337,30.61857201,439.4701222,104.0600781
85,104.064657,30.61877337,30.61653136,248.4815623,104.0646499
86,104.064657,30.61877337,30.61879884,471.5487556,104.0695764
87,104.064657,30.61877337,30.62255535,419.311019,104.0645381
88,104.0705271,30.5936291,30.59321293,205.6812406,104.0684365
89,104.0705271,30.5936291,30.59244763,198.6988912,104.0720858
90,104.0705271,30.5936291,30.59686374,358.9538853,104.070717
91,104.1427297,30.60890084,30.60626466,442.5338513,104.1392625
92,104.1427297,30.60890084,30.60674406,421.783258,104.1463549
93,104.1427297,30.60890084,30.61186495,641.1616517,104.1369858
94,103.9354466,30.74137286,30.70607506,3932.226913,103.9313093
95,103.9354466,30.74137286,30.72742297,2356.527401,103.9540216
96,103.9354466,30.74137286,30.75449343,1557.607396,103.9412759
97,104.0422933,30.7410774,30.74081135,221.4271661,104.0400009
98,104.0422933,30.7410774,30.733702,824.5702416,104.0434242
99,104.0422933,30.7410774,30.74097516,633.6067313,104.0489107
100,104.0422933,30.7410774,30.74664014,618.1188471,104.042756
101,104.1146272,30.76027681,30.72778795,3705.554474,104.1054866
102,104.1146272,30.76027681,30.77857558,2352.605615,104.127086
103,104.1675722,30.75834783,30.73707999,3231.919547,104.190672
104,104.1675722,30.75834783,30.77433248,3382.064279,104.1374701
105,103.9945272,30.71275996,30.7107053,347.1260675,103.9917914
106,103.9945272,30.71275996,30.70975652,476.5458367,103.9980882
107,103.9945272,30.71275996,30.71446713,290.8539716,103.9922205
108,104.0557493,30.71706744,30.71381514,525.6174909,104.0517543
109,104.0557493,30.71706744,30.71528136,289.0479444,104.0579489
110,104.0557493,30.71706744,30.7228819,870.2509514,104.0496414
111,104.0894112,30.69807885,30.69443168,468.6458284,104.0869352
112,104.0894112,30.69807885,30.69638434,1568.99986,104.1056755
113,104.0894112,30.69807885,30.70228545,534.061291,104.0921312
114,104.1766587,30.70212293,30.7015895,713.2862675,104.1692364
115,104.1766587,30.70212293,30.69629187,646.8891553,104.1769595
116,104.1766587,30.70212293,30.70246353,868.2777382,104.1857165
117,103.9895242,30.6706359,30.66832512,256.210622,103.9894492
118,103.9895242,30.6706359,30.6703629,211.7407755,103.9917117
119,103.9895242,30.6706359,30.67074127,124.1066729,103.9882345
120,104.0136726,30.6339832,30.62797015,848.9314547,104.0191596
121,104.0136726,30.6339832,30.63558542,289.5094766,104.0160584
122,104.0136726,30.6339832,30.63565466,230.317022,104.0122447
123,104.110012,30.64971387,30.64564358,494.2698699,104.1079039
124,104.110012,30.64971387,30.64805452,369.6500203,104.1133584
125,104.110012,30.64971387,30.65160594,429.010321,104.1061061
126,104.110012,30.64971387,30.653166,426.6043255,104.1119814
127,104.1749113,30.65114609,30.64867986,389.6542203,104.1720131
128,104.1749113,30.65114609,30.65238351,766.0010004,104.1827765
129,103.9967302,30.59844508,30.59474494,684.6502382,103.9910119
130,103.9967302,30.59844508,30.58962127,1020.176889,103.9997597
131,103.9967302,30.59844508,30.60127686,395.8115907,103.9992457
132,103.9967302,30.59844508,30.60135673,424.8850094,103.9938473
133,104.0579082,30.60063219,30.59668669,437.27896,104.0578933
134,104.0579082,30.60063219,30.60054761,316.9564225,104.0612128
135,104.0579082,30.60063219,30.60075578,260.2348094,104.0551975
136,104.0579082,30.60063219,30.60270356,229.5704148,104.0578993
137,104.0737429,30.60663216,30.60650411,205.4299773,104.0716051
138,104.0737429,30.60663216,30.60409951,280.7455374,104.0736856
139,104.0737429,30.60663216,30.6065838,113.8159393,104.0749288
140,104.1450214,30.58450522,30.59204616,922.6154733,104.1409451
141,103.9564943,30.7450801,30.73928236,1042.151102,103.9650646
142,103.9564943,30.7450801,30.75254195,949.7687465,103.9613727
143,104.0507089,30.76141245,30.76138863,260.003546,104.0479925
144,104.127086,30.77857558,30.77433248,1099.377533,104.1374701
145,104.127086,30.77857558,30.78668402,5178.755161,104.0737873
146,103.9691811,30.72962272,30.71972036,1387.754926,103.9780511
147,103.9691811,30.72962272,30.73015438,175.2258277,103.9709046
148,104.0008574,30.72248966,30.71680117,878.2173475,103.9944727
149,104.0008574,30.72248966,30.72113711,174.577126,104.0017918
150,104.0008574,30.72248966,30.72573991,399.819279,103.9990459
151,104.0008574,30.72248966,30.72585148,681.411241,104.0068158
152,104.115936,30.68478406,30.68282827,217.6304248,104.1157328
153,104.115936,30.68478406,30.68269678,364.468426,104.1188763
154,104.115936,30.68478406,30.68613383,215.9173046,104.1143105
155,104.153472,30.68495031,30.6846658,587.8169162,104.1595999
156,104.153472,30.68495031,30.68782026,640.8767311,104.1476634
157,103.9971186,30.64328713,30.64288317,63.4009281,103.9966501
158,103.9971186,30.64328713,30.63573997,1083.884355,104.0043112
159,103.9971186,30.64328713,30.6447123,280.3753136,103.9995359
160,103.9971186,30.64328713,30.65121392,1120.459658,103.9898616
161,104.0442801,30.63824024,30.63531088,369.4097262,104.0424412
162,104.0442801,30.63824024,30.63930565,138.3653967,104.0450327
163,104.0442801,30.63824024,30.63977679,344.4107303,104.0411563
164,104.0919899,30.64973175,30.64806866,207.9239017,104.0909857
165,104.0919899,30.64973175,30.65024457,245.4249467,104.0894982
166,104.0919899,30.64973175,30.65227021,313.9204424,104.0934433
167,104.1731426,30.67412276,30.67205697,1233.652182,104.1604886
168,104.1731426,30.67412276,30.66454521,1072.394654,104.174737
169,104.1731426,30.67412276,30.67494723,2896.260247,104.2033612
170,103.9582174,30.57340291,30.57342223,769.663418,103.966243
171,104.0377793,30.62313997,30.62176571,274.1133533,104.040157
172,104.0377793,30.62313997,30.62436116,266.2771936,104.0353868
173,104.0377793,30.62313997,30.62491655,223.2688421,104.0388775
174,104.1041006,30.59388005,30.59430952,304.9521499,104.1072423
175,104.1041006,30.59388005,30.59590093,224.0604964,104.1040346
176,104.1392625,30.60626466,30.60123549,667.0150371,104.1354405
177,104.1392625,30.60626466,30.60359371,556.1092987,104.1441733
178,104.1392625,30.60626466,30.60842985,506.0911374,104.1346143
179,103.9412759,30.75449343,30.7700213,2179.281715,103.9552436
180,104.0666187,30.74499537,30.74269338,680.9342629,104.0600238
181,104.0737873,30.78668402,30.78634412,2514.976447,104.0475071
182,104.190672,30.73707999,30.72037834,2556.670043,104.1722518
183,104.190672,30.73707999,30.70612702,3561.461404,104.200667
184,103.9731061,30.68598032,30.68583598,233.2483219,103.9706768
185,103.9731061,30.68598032,30.67656097,1044.207014,103.9733365
186,103.9731061,30.68598032,30.6953588,1103.828643,103.9769843
187,104.0104187,30.68940234,30.68765838,217.7158719,104.0093726
188,104.0104187,30.68940234,30.68723514,543.3340304,104.0155067
189,104.0104187,30.68940234,30.69141036,433.0946594,104.0065398
190,104.0104187,30.68940234,30.69204887,335.3540978,104.0121158
191,104.1033786,30.70633756,30.70628948,171.0052479,104.1015938
192,104.1033786,30.70633756,30.70349434,315.986651,104.1031337
193,104.1033786,30.70633756,30.7062197,260.1592847,104.1060918
194,104.1649449,30.68504344,30.6846658,513.6855656,104.1595999
195,104.1649449,30.68504344,30.68548169,518.3521345,104.1703327
196,104.1649449,30.68504344,30.69122648,686.2321224,104.1645632
197,103.998373,30.6369159,30.63671174,66.08638951,103.9977251
198,103.998373,30.6369159,30.63572543,155.8463457,103.9992384
199,104.0135237,30.65990556,30.65796024,269.7031656,104.0118326
200,104.0135237,30.65990556,30.66013517,270.7760379,104.0163373
201,104.0135237,30.65990556,30.66431216,490.4980126,104.0139977
202,104.1179738,30.65793984,30.65500441,645.8292508,104.1121511
203,104.1179738,30.65793984,30.65880798,244.0320835,104.1203144
204,104.1179738,30.65793984,30.66075295,343.7264565,104.1164633
205,104.1426242,30.63145711,30.6285471,333.8853966,104.1417226
206,104.1426242,30.63145711,30.63025162,367.8425915,104.1462001
207,104.1426242,30.63145711,30.63284921,494.3112084,104.1377241
208,104.1426242,30.63145711,30.63469503,403.8793365,104.1445578
209,103.9487338,30.61070341,30.60401625,1348.923914,103.9604905
210,103.9487338,30.61070341,30.61742585,1662.937701,103.9642428
211,103.9487338,30.61070341,30.630378,2259.420999,103.9425616
212,104.0422154,30.60430027,30.60236365,299.4921877,104.0400367
213,104.0422154,30.60430027,30.60525631,160.9066087,104.0434786
214,104.0422154,30.60430027,30.60553353,176.3622819,104.0410529
215,104.0701368,30.57443762,30.57440927,402.5694056,104.065939
216,104.0701368,30.57443762,30.56814664,698.8963881,104.0696326
217,104.0701368,30.57443762,30.56871008,883.1558153,104.0765396
218,104.0701368,30.57443762,30.57817949,464.4351601,104.0723172
219,104.1645673,30.60893296,30.60397265,766.5512676,104.1589946
220,104.1645673,30.60893296,30.61782895,987.1946311,104.165091
221,103.9613727,30.75254195,30.74616094,1234.279989,103.9719399
222,104.0489107,30.74097516,30.73539337,619.7093779,104.0492907
223,104.0489107,30.74097516,30.74269338,1080.785337,104.0600238
224,104.0489107,30.74097516,30.74739145,711.2274612,104.0490336
225,103.979059,30.71243403,30.71025208,269.0872958,103.9802912
226,103.979059,30.71243403,30.71328192,214.3025008,103.9810702
227,104.0467513,30.72074964,30.71895045,418.6414886,104.0429071
228,104.0467513,30.72074964,30.71633647,520.1873761,104.0486006
229,104.0460135,30.72269194,30.72074964,226.564955,104.0467513
230,104.0467513,30.72074964,30.7228819,363.9071631,104.0496414
231,104.0946566,30.68181985,30.67906708,364.7385995,104.0925699
232,104.0946566,30.68181985,30.68269427,209.2367022,104.0927207
233,104.0946566,30.68181985,30.68454342,366.3525489,104.0968239
234,104.1583536,30.69959817,30.68782026,1658.984337,104.1476634
235,104.1583536,30.69959817,30.69530501,477.5222472,104.158776
236,104.1583536,30.69959817,30.70292569,460.3875534,104.1612313
237,104.1583536,30.69959817,30.71104408,1769.885404,104.1454657
238,103.9894492,30.66832512,30.66622431,232.8683491,103.9894097
239,103.9894492,30.66832512,30.66818088,174.7956832,103.991266
240,103.9894492,30.66832512,30.66853964,443.8111945,103.9848234
241,104.0184715,30.63982391,30.63860797,214.3053235,104.0167328
242,104.0184715,30.63982391,30.63832934,198.5438166,104.0196137
243,104.0184715,30.63982391,30.64076755,144.6887032,104.0195149
244,104.0997464,30.62619552,30.62458258,437.604509,104.095579
245,104.0997464,30.62619552,30.62466428,224.9325864,104.1012867
246,104.0997464,30.62619552,30.62658897,104.1724733,104.1007334
247,104.0997464,30.62619552,30.62730653,124.055725,104.0995887
248,104.1485968,30.65835293,30.65670291,190.9052235,104.1480248
249,104.1485968,30.65835293,30.65918716,280.2382615,104.1458357
250,103.9851381,30.61499377,30.61048908,537.6519444,103.9872194
251,103.9851381,30.61499377,30.62025518,622.3122248,103.9828708
252,104.0292501,30.58423404,30.5816609,297.4542591,104.0283682
253,104.0292501,30.58423404,30.58346893,250.6598557,104.0317101
254,104.0292501,30.58423404,30.58528944,346.78701,104.0258455
255,104.0292501,30.58423404,30.58666704,284.4441927,104.0301944
256,104.0925349,30.60819686,30.60710553,120.950215,104.0925346
257,104.0925349,30.60819686,30.60819498,310.8469857,104.0957775
258,104.0925349,30.60819686,30.6089152,859.1051817,104.0836116
259,104.0925349,30.60819686,30.61650609,931.4646503,104.0910757
260,104.1494061,30.60476611,30.59666843,1083.881004,104.1430664
261,104.1494061,30.60476611,30.60084119,762.4217694,104.1559375
262,104.1494061,30.60476611,30.60674406,365.5265608,104.1463549
263,104.1494061,30.60476611,30.6089618,557.8703401,104.1526212
264,103.9772319,30.75266673,30.74616094,881.2258787,103.9719399
265,103.9772319,30.75266673,30.73704047,2267.452804,103.9925196
266,103.9772319,30.75266673,30.75869493,827.6900126,103.9721281
267,103.9772319,30.75266673,30.76457468,2127.548928,103.9946657
268,104.0492907,30.73539337,30.73264506,304.8576438,104.0494214
269,104.0492907,30.73539337,30.73512754,618.8615534,104.0557475
270,104.0492907,30.73539337,30.733702,592.1145424,104.0434242
271,103.9579823,30.70105758,30.69981301,138.1830066,103.9578968
272,103.9579823,30.70105758,30.70097319,200.9250985,103.9600779
273,104.0016803,30.67972348,30.67735769,301.3132414,104.0001306
274,104.0016803,30.67972348,30.67864559,268.7515305,104.0041934
275,104.0016803,30.67972348,30.68075283,238.0516,103.9994992
276,104.0016803,30.67972348,30.68195435,290.3158797,104.0032686
277,104.1011692,30.69006594,30.68819597,254.7836353,104.099622
278,104.1011692,30.69006594,30.68891742,234.1682854,104.1032213
279,104.1011692,30.69006594,30.69290878,372.02162,104.1032345
280,104.1409475,30.68134439,30.67794134,495.6572492,104.1375902
281,104.1409475,30.68134439,30.6850185,670.6359917,104.1353846
282,104.1409475,30.68134439,30.68782026,963.8123125,104.1476634
283,103.9911436,30.62966155,30.62805485,370.3952835,103.987755
284,103.9911436,30.62966155,30.62703779,325.53111,103.9926702
285,103.9911436,30.62966155,30.63065031,230.078411,103.9932544
286,104.0139977,30.66431216,30.66356549,812.2037884,104.0055646
287,104.0139977,30.66431216,30.66498919,75.3913012,104.014074
288,104.0742198,30.62620311,30.6227454,383.5315126,104.0743822
289,104.0742198,30.62620311,30.62618671,324.4906359,104.0776053
290,104.0742198,30.62620311,30.62766337,161.9954584,104.074146
291,104.1831282,30.66441799,30.65487167,1058.0009,104.1831593
292,104.1831282,30.66441799,30.66454521,804.0456248,104.174737
293,103.9922157,30.61292033,30.61048908,549.5478994,103.9872194
294,103.9922157,30.61292033,30.6065462,919.8431229,103.9983609
295,103.9922157,30.61292033,30.62085604,1085.589741,103.9855772
296,104.0186689,30.5856335,30.58332268,372.5739333,104.0158469
297,104.0186689,30.5856335,30.58962127,1866.193322,103.9997597
298,104.0186689,30.5856335,30.59554599,1640.565362,104.0313763
299,104.0708672,30.61744157,30.61665206,88.70577189,104.0707151
300,104.0708672,30.61744157,30.61755497,67.67788705,104.0715609
301,104.1400423,30.59261383,30.59204616,107.0088861,104.1409451
302,104.1400423,30.59261383,30.59511501,473.6901755,104.1360359
303,104.1400423,30.59261383,30.59666843,534.7818544,104.1430664
304,103.9552436,30.7700213,30.76609451,775.7273466,103.9619529
305,103.9552436,30.7700213,30.78236038,3154.6432,103.9849489
306,104.0454649,30.75117149,30.74664014,565.2138329,104.042756
307,104.0454649,30.75117149,30.74739145,540.5774824,104.0490336
308,104.0454649,30.75117149,30.7539247,397.2930404,104.0481228
309,103.9945152,30.68621014,30.68390412,294.8788977,103.9929798
310,103.9945152,30.68621014,30.68452005,382.8435085,103.9980009
311,103.9945152,30.68621014,30.68806191,426.6868549,103.9906099
312,103.9945152,30.68621014,30.69473327,1033.325213,103.9988879
313,104.0217392,30.67914647,30.67648682,377.2787873,104.0192811
314,104.0217392,30.67914647,30.67849209,97.02682425,104.022412
315,104.0217392,30.67914647,30.68025139,169.5263733,104.0229629
316,104.0980229,30.71968669,30.71894934,170.884252,104.0964555
317,104.0980229,30.71968669,30.7188824,379.1506685,104.1018715
318,104.0980229,30.71968669,30.7212584,175.0677146,104.0982053
319,104.1692351,30.70602859,30.7015895,491.9788734,104.1692364
320,104.1692351,30.70602859,30.70562279,541.0916099,104.1636044
321,103.9834118,30.64102237,30.63921045,514.6940253,103.9784668
322,103.9834118,30.64102237,30.63716601,440.0064418,103.9845026
323,103.9834118,30.64102237,30.64206014,304.3038699,103.9863516
324,103.9834118,30.64102237,30.64440871,399.5874423,103.9819807
325,104.041432,30.62375282,30.62491655,276.7374659,104.0388775
326,104.0894982,30.65024457,30.64903065,146.9511223,104.0888813
327,104.0894982,30.65024457,30.6510373,93.60051923,104.0898351
328,104.1371922,30.63929681,30.63877907,1360.418285,104.123009
329,104.1371922,30.63929681,30.63755553,205.9431244,104.1364419
330,104.1371922,30.63929681,30.63877966,389.1891435,104.1412091
331,104.1371922,30.63929681,30.6514217,1343.962194,104.1369623
332,103.9721097,30.60924975,30.60822849,245.8542348,103.9698331
333,103.9721097,30.60924975,30.60676545,276.4329203,103.9718535
334,103.9721097,30.60924975,30.61838763,1152.580029,103.9663699
335,104.0600781,30.61857201,30.62248789,434.3321001,104.0598999
336,104.0598999,30.62248789,30.62255535,444.6381518,104.0645381
337,104.0598999,30.62248789,30.62263487,472.1494252,104.0549769
338,104.0598999,30.62248789,30.6251091,290.5469425,104.0599492
339,104.0758544,30.58360116,30.57817949,689.9948448,104.0723172
340,104.0758544,30.58360116,30.59133644,860.6192695,104.0750659
341,104.1526008,30.59079768,30.58671198,530.9788349,104.1497085
342,104.1526008,30.59079768,30.59666843,1122.026642,104.1430664
343,104.1526008,30.59079768,30.60084119,1158.153395,104.1559375
344,103.9719399,30.74616094,30.73928236,1007.20024,103.9650646
345,104.0354305,30.74630622,30.74081135,749.885223,104.0400009
346,104.0354305,30.74630622,30.74664014,702.2276992,104.042756
347,104.0354305,30.74630622,30.75797789,1592.572846,104.0257262
348,103.9980009,30.68452005,30.68224322,290.5871016,103.9964967
349,103.9980009,30.68452005,30.68310339,312.9263622,104.0008267
350,103.9980009,30.68452005,30.68644492,239.0985736,103.9991279
351,104.0229801,30.69537616,30.6931301,359.9913936,104.020265
352,104.0229801,30.69537616,30.69251558,502.0930578,104.027045
353,104.0229801,30.69537616,30.69704864,271.3491026,104.0250491
354,104.0229801,30.69537616,30.69724433,260.3460928,104.0213322
355,104.0853272,30.68633229,30.68354394,352.9318802,104.0835475
356,104.0853272,30.68633229,30.6850032,315.5116221,104.0882401
357,104.0853272,30.68633229,30.68754155,296.8924869,104.0825614
358,104.0853272,30.68633229,30.68960162,421.0464061,104.0875661
359,104.1462028,30.72511547,30.71471837,1710.720489,104.1329977
360,104.1462028,30.72511547,30.71104408,1561.121132,104.1454657
361,103.9975143,30.66374322,30.66375076,237.0402654,103.9950403
362,103.9975143,30.66374322,30.6637374,183.0300287,103.9994246
363,103.9975143,30.66374322,30.66511082,151.6410718,103.9975617
364,104.0192612,30.66338368,30.65955788,424.3351096,104.0194321
365,104.0192612,30.66338368,30.66356652,224.5953135,104.0215958
366,104.0192612,30.66338368,30.66475911,152.5390573,104.0192041
367,104.0797902,30.66062591,30.65916798,192.0974179,104.078706
368,104.0797902,30.66062591,30.65950096,254.1594452,104.0821018
369,104.0782286,30.66139729,30.66062591,172.3249935,104.0797902
370,104.0797902,30.66062591,30.66323476,328.3305018,104.0814139
371,104.158009,30.63265017,30.62997401,321.2386193,104.1567215
372,104.158009,30.63265017,30.62856108,934.5742395,104.1665373
373,104.158009,30.63265017,30.63505025,604.9681706,104.1523394
374,103.9896589,30.62215352,30.62085604,416.8350472,103.9855772
375,103.9896589,30.62215352,30.62444502,512.3599603,103.9943014
376,103.9896589,30.62215352,30.62480647,332.3477681,103.9880426
377,104.0520549,30.57791347,30.57775318,397.789706,104.0479108
378,104.0520549,30.57791347,30.57797339,509.2293938,104.0573648
379,104.0520549,30.57791347,30.58111487,354.8405378,104.0521039
380,104.0783955,30.61080386,30.60357397,807.9075937,104.0773184
381,104.0783955,30.61080386,30.6089152,542.0671848,104.0836116
382,104.0783955,30.61080386,30.6108969,335.5366158,104.0748969
383,104.0783955,30.61080386,30.61458745,424.2016114,104.0790641
384,104.165091,30.61782895,30.6184338,2267.648197,104.1414436
385,104.165091,30.61782895,30.62856108,1197.465221,104.1665373
386,103.9946657,30.76457468,30.74617568,2345.110412,104.0067642
387,103.9946657,30.76457468,30.77055541,2095.434059,104.0154355
388,103.9946657,30.76457468,30.78236038,2179.590363,103.9849489
389,104.0475071,30.78634412,30.78236038,6002.490796,103.9849489
390,104.0475071,30.78634412,30.76138863,2766.271694,104.0479925
391,103.9658007,30.70213225,30.698067,450.5765588,103.9658337
392,103.9658007,30.70213225,30.69767357,1051.848713,103.9754957
393,103.9658007,30.70213225,30.70216665,202.4215131,103.9636875
394,104.0235682,30.68561226,30.68524364,82.58190296,104.022819
395,104.0253277,30.68653923,30.68561226,197.3779818,104.0235682
396,104.0235682,30.68561226,30.68733577,316.3795714,104.0209353
397,104.09164,30.71366187,30.71239601,148.7778925,104.0911229
398,104.09164,30.71366187,30.71527531,185.3524974,104.0921494
399,104.1777228,30.6855431,30.68548169,707.9021962,104.1703327
400,104.1777228,30.6855431,30.69163092,675.9550383,104.1772935
401,104.1777228,30.6855431,30.69224823,979.1256531,104.184379
402,103.9917117,30.6703629,30.66818088,245.578267,103.991266
403,103.9917117,30.6703629,30.66942661,386.9552079,103.9956027
404,103.9917117,30.6703629,30.67315839,310.3407247,103.9918974
405,104.022186,30.65402171,30.65338115,229.3955227,104.0244625
406,104.022186,30.65402171,30.65421329,247.334841,104.0196143
407,104.022186,30.65402171,30.65622063,254.2968848,104.0229439
408,104.092415,30.63211004,30.62800793,461.8731119,104.0915652
409,104.092415,30.63211004,30.63114248,169.2628635,104.0937815
410,104.092415,30.63211004,30.63488636,324.7243547,104.0913322
411,104.13936,30.62338859,30.62175858,192.2927303,104.1386726
412,104.13936,30.62338859,30.62399046,171.7090782,104.1377093
413,104.13936,30.62338859,30.62512518,203.1393862,104.1400381
414,103.9938473,30.60135673,30.60127686,517.6338569,103.9992457
415,103.9938473,30.60135673,30.60176279,811.0468057,103.9854006
416,104.0527732,30.61956616,30.61828359,169.605448,104.051808
417,104.0550603,30.61846945,30.61956616,250.6635728,104.0527732
418,104.0527732,30.61956616,30.62083968,286.0144809,104.0501779
419,104.0685886,30.59134338,30.5913448,287.5102115,104.06559
420,104.0685886,30.59134338,30.57844617,1429.612616,104.0688553
421,104.0685886,30.59134338,30.59121614,304.7306833,104.0717634
422,104.0685886,30.59134338,30.59321293,207.7138149,104.0684365
423,104.2035543,30.6181818,30.59277035,3785.284771,104.1771707
424,104.2035543,30.6181818,30.63655116,5555.625992,104.1496203
425,104.2035543,30.6181818,30.6509292,3630.189347,104.204397
426,103.9650646,30.73928236,30.72742297,1686.876154,103.9540216
427,103.9650646,30.73928236,30.73083762,1212.751048,103.9731196
428,104.0434242,30.733702,30.72816811,648.108398,104.0456118
429,103.9659117,30.68588758,30.67938619,758.9915608,103.9634227
430,103.9659117,30.68588758,30.68583598,456.4763158,103.9706768
431,103.9659117,30.68588758,30.68749832,498.4011262,103.9610538
432,104.0001805,30.68818679,30.68644492,217.7945999,103.9991279
433,104.0001805,30.68818679,30.68701985,335.3455183,104.0034106
434,104.0001805,30.68818679,30.69292611,590.2740786,104.0029919
435,104.1023914,30.67925837,30.67671597,282.5648445,104.1026121
436,104.1023914,30.67925837,30.68004742,250.1177755,104.0999452
437,104.1857165,30.70246353,30.70612702,1488.209222,104.200667
438,103.9925706,30.66817693,30.66818088,124.9885857,103.991266
439,103.9925706,30.66817693,30.6660987,247.6028455,103.9916224
440,103.9925706,30.66817693,30.66818834,264.9908061,103.9953365
