id,speed,road_segment_id
367,9.8,367
368,22.75,368
369,26.9,369
370,42.46666667,370
371,43.95,371
372,52.0,372
373,34.175,373
374,31.00104167,374
375,22.725,375
376,35.5,376
377,43.13333333,377
378,33.1,378
379,20.65,379
380,30.6375,380
381,41.8625,381
382,46.5,382
383,51.675,383
384,44.05,384
385,34.6,385
386,45.64833333,386
387,37.41125,387
388,45.64833333,388
389,60.308125,389
390,81.55,390
391,36.275,391
392,39.47142857,392
393,38.75,393
394,28.66785714,394
395,26.15,395
396,22.275,396
397,24.9,397
398,24.85,398
399,81.7,399
400,42.61666667,400
401,62.15833333,401
402,40.5,402
403,31.0,403
404,35.56,404
405,47.2,405
406,42.025,406
407,20.4,407
408,37.95,408
409,39.9125,409
410,37.95,410
411,23.15,411
412,30.8,412
413,23.15,413
414,33.9,414
415,46.4,415
416,23.71666667,416
417,27.32,417
418,17.125,418
419,55.25833333,419
420,48.5,420
421,46.15,421
422,42.15,422
423,55.7,423
424,52.16666667,424
425,41.87916667,425
426,42.92,426
427,32.55,427
428,21.04,428
429,41.66666667,429
430,35.49166667,430
431,29.11666667,431
432,42.425,432
433,42.05,433
434,42.475,434
435,42.54166667,435
436,31.05,436
437,43.65178571,437
438,24.35625,438
439,35.0,439
440,24.35625,440
441,32.68787879,441
442,24.9,442
443,24.6,443
444,21.62,444
445,35.15,445
446,44.0,446
447,40.1,447
448,35.85,448
449,34.175,449
450,8.666666667,450
451,71.675,451
452,57.6875,452
453,55.375,453
454,48.87916667,454
455,42.69166667,455
456,38.66666667,456
457,34.15333333,457
458,35.06666667,458
459,28.0125,459
460,55.325,460
461,44.43333333,461
462,49.84,462
463,50.773125,463
464,42.91041667,464
465,46.3,465
466,55.8075,466
467,59.875,467
468,37.0625,468
469,32.55,469
470,26.6,470
471,36.775,471
472,38.46666667,472
473,31.3,473
474,44.875,474
475,41.8,475
476,29.05,476
477,28.4,477
478,30.85,478
479,29.8,479
480,34.66666667,480
481,48.7,481
482,32.95,482
483,13.16666667,483
484,23.05833333,484
485,13.5,485
486,33.65,486
487,29.2,487
488,50.0,488
489,38.15,489
490,30.75,490
491,28.45,491
492,53.825,492
493,33.9875,493
494,38.0,494
495,34.06666667,495
496,28.7,496
497,27.05,497
498,44.44166667,498
499,52.25,499
500,42.91041667,500
501,19.45,501
502,12.7,502
503,25.93333333,503
504,12.8,504
505,42.43333333,505
506,12.4,506
507,40.85,507
508,24.89583333,508
509,26.04166667,509
510,36.76958333,510
511,42.61666667,511
512,41.85833333,512
513,41.1,513
514,33.76666667,514
515,41.88333333,515
516,55.875,516
517,33.21666667,517
518,34.125,518
519,36.74,519
520,21.3,520
521,23.9,521
522,31.6,522
523,31.9875,523
524,81.8,524
525,33.5,525
526,40.65,526
527,40.65,527
528,30.75,528
529,30.75,529
530,31.4,530
531,32.9,531
532,57.35,532
533,31.6,533
534,16.875,534
535,22.01666667,535
536,23.12708333,536
537,41.9875,537
538,41.9875,538
539,31.99583333,539
540,30.425,540
541,64.7,541
542,54.0,542
543,45.74333333,543
544,23.55,544
545,28.15,545
546,29.95,546
547,63.51666667,547
548,81.7,548
549,67.61428571,549
550,59.23333333,550
551,51.3,551
552,54.0,552
553,57.35,553
554,23.85,554
555,32.12352941,555
556,24.75,556
557,31.88,557
558,35.21666667,558
559,33.5,559
560,71.675,560
561,73.5875,561
562,39.45,562
563,39.45,563
564,52.52619048,564
565,38.58571429,565
566,81.97083333,566
567,43.21458333,567
568,48.51666667,568
569,51.0,569
570,46.90770833,570
571,43.7,571
572,40.27885417,572
573,26.74166667,573
574,26.65,574
575,31.30833333,575
576,30.05,576
577,37.295,577
578,23.1125,578
579,55.75,579
580,36.75416667,580
581,34.575,581
582,43.9125,582
583,25.7,583
584,51.10833333,584
585,36.42352941,585
586,42.275,586
587,26.95,587
588,33.9,588
589,33.9,589
590,35.84,590
591,42.6,591
592,51.21166667,592
593,52.52,593
594,34.69166667,594
595,51.25,595
596,41.85555556,596
597,26.63333333,597
598,62.1,598
599,37.2,599
600,35.5,600
601,37.2,601
602,37.2,602
603,32.5,603
604,31.33333333,604
605,29.34166667,605
606,26.85,606
607,38.6,607
608,41.9,608
609,52.9,609
610,47.64,610
611,47.495,611
612,27.26,612
613,26.39666667,613
614,22.35,614
615,17.73333333,615
616,37.05,616
617,30.0,617
618,26.19583333,618
619,9.725,619
620,27.409375,620
621,48.675,621
622,45.55,622
623,42.31,623
624,31.03333333,624
625,51.65,625
626,37.12,626
627,20.46666667,627
628,28.77916667,628
629,31.7375,629
630,16.9,630
631,36.275,631
632,26.7625,632
633,34.6,633
634,24.75952381,634
635,20.1,635
636,15.56666667,636
637,17.83333333,637
638,41.1,638
639,46.8,639
640,39.1,640
641,42.95,641
642,36.15,642
643,27.56666667,643
644,25.1375,644
645,25.74,645
646,26.8325,646
647,35.99166667,647
648,34.33333333,648
649,34.33333333,649
650,29.74166667,650
651,29.3625,651
652,23.51666667,652
653,26.95,653
654,39.15,654
655,40.28461538,655
656,50.25416667,656
657,39.95544872,657
658,39.45,658
659,46.99583333,659
660,19.6,660
661,41.45,661
662,49.84,662
663,26.2,663
664,10.05,664
665,38.75,665
666,37.075,666
667,55.45,667
668,21.93333333,668
669,23.96666667,669
670,28.85833333,670
671,39.11666667,671
672,16.5,672
673,43.65178571,673
674,45.35,674
675,76.3,675
676,44.0,676
677,45.35,677
678,33.05416667,678
679,26.30104167,679
680,38.2,680
681,41.6,681
682,28.53333333,682
683,36.7375,683
684,32.81875,684
685,27.596875,685
686,61.44333333,686
687,23.6,687
688,29.65,688
689,31.2,689
690,34.125,690
691,28.36666667,691
692,35.6625,692
693,33.62,693
694,45.64833333,694
695,38.3175,695
696,29.28,696
697,40.4,697
698,39.08333333,698
699,23.55,699
700,34.7625,700
701,40.75,701
702,23.0,702
703,55.475,703
704,40.05,704
705,34.66666667,705
706,25.225,706
707,34.58571429,707
708,35.3,708
709,39.9,709
710,26.6,710
711,45.26666667,711
712,34.55,712
713,36.7375,713
714,33.6,714
715,68.5,715
716,55.375,716
717,48.87916667,717
718,55.8,718
719,43.70833333,719
720,40.14672619,720
721,28.46666667,721
722,23.76666667,722
723,23.15,723
724,52.875,724
725,70.75,725
726,44.5,726
727,36.375,727
728,46.70333333,728
729,35.35,729
730,46.89090909,730
731,28.52857143,731
732,66.0,732
733,41.0,733
734,24.05,734
735,40.55,735
736,29.6,736
737,35.15,737
738,13.66666667,738
739,28.85,739
740,16.025,740
741,28.25,741
742,44.275,742
743,23.49166667,743
744,19.4,744
745,24.4,745
746,32.31666667,746
747,48.41875,747
748,33.65,748
749,33.65,749
750,31.125,750
751,41.4,751
752,42.1,752
753,35.4375,753
754,42.91041667,754
755,26.28,755
756,42.0,756
757,38.02083333,757
758,26.65,758
759,43.721875,759
760,34.025,760
761,12.225,761
762,34.025,762
763,39.525,763
764,62.15833333,764
765,51.1,765
766,24.8,766
767,33.83333333,767
768,30.25,768
769,74.3,769
770,31.93333333,770
771,27.7,771
772,22.1,772
773,12.1,773
774,24.50833333,774
775,37.43333333,775
776,29.74166667,776
777,21.725,777
778,26.96666667,778
779,13.2,779
780,25.36666667,780
781,25.36666667,781
782,38.10083333,782
783,26.63333333,783
784,22.93333333,784
785,41.21,785
786,51.5,786
787,24.39166667,787
788,42.05,788
789,42.05,789
790,21.8,790
791,39.33333333,791
792,28.41130952,792
793,42.2375,793
794,52.05,794
795,57.93333333,795
796,34.03333333,796
797,38.2,797
798,34.52291667,798
799,19.65714286,799
800,25.5,800
801,25.95,801
802,24.15,802
803,47.90922619,803
804,31.96,804
805,38.3625,805
806,30.2,806
807,39.92375,807
808,31.4,808
809,25.58,809
810,61.125,810
811,30.6,811
812,29.725,812
813,34.72202381,813
814,45.35,814
815,45.35,815
816,34.06458333,816
817,48.275,817
818,33.38333333,818
819,36.38333333,819
820,54.45,820
821,44.068125,821
822,40.750625,822
823,65.4,823
824,42.0,824
825,26.35,825
826,18.4,826
827,9.9,827
828,29.125,828
829,29.52857143,829
830,36.7,830
831,36.525,831
832,23.15,832
833,47.325,833
834,40.82916667,834
835,24.45,835
836,28.1,836
837,29.9,837
838,27.98,838
839,36.35,839
840,50.28125,840
841,29.795,841
842,24.81666667,842
843,18.88,843
844,16.65,844
845,31.83333333,845
846,10.5,846
847,26.71333333,847
848,14.66666667,848
849,34.75,849
850,40.16,850
851,24.6375,851
852,36.6,852
853,31.66666667,853
854,43.88,854
855,30.6,855
856,20.88,856
857,27.7,857
858,29.3,858
859,30.2,859
860,38.0,860
861,52.42222222,861
862,43.89583333,862
863,50.28125,863
864,54.2,864
865,37.2202381,865
866,31.8875,866
867,37.9,867
868,42.97693452,868
869,31.8375,869
870,64.1,870
871,31.83333333,871
872,40.5,872
873,31.0,873
874,36.45,874
875,36.75416667,875
876,39.82222222,876
877,16.43333333,877
878,16.43333333,878
879,19.8875,879
880,27.7,880
881,40.47727273,881
882,59.86666667,882
883,41.86794872,883
884,41.86794872,884
885,24.95,885
886,48.89791667,886
887,41.275,887
888,23.15,888
889,42.91041667,889
890,34.11666667,890
891,50.8,891
892,33.81,892
893,29.06,893
894,12.05,894
895,24.15,895
896,59.875,896
897,105.95,897
898,20.625,898
899,25.6,899
900,38.3625,900
901,14.925,901
902,27.1875,902
903,28.03333333,903
904,34.9,904
905,30.06666667,905
906,65.72,906
907,40.82916667,907
908,30.425,908
909,39.4,909
910,33.9,910
911,14.65416667,911
912,16.875,912
913,35.11666667,913
914,34.35,914
915,64.0,915
916,33.5,916
917,18.85,917
918,18.85,918
919,24.4875,919
920,31.475,920
921,21.15,921
922,22.51130952,922
923,21.63333333,923
924,39.925,924
925,37.05625,925
926,29.05,926
927,28.225,927
928,16.65,928
929,33.4,929
930,25.73333333,930
931,43.25,931
932,31.96875,932
933,37.0,933
934,13.5,934
935,32.72291667,935
936,30.16458333,936
937,35.84,937
938,62.045,938
939,37.53333333,939
940,18.75,940
941,21.06666667,941
942,38.67291667,942
943,22.875,943
944,44.55,944
945,26.2,945
946,25.45,946
947,32.56,947
948,32.8,948
949,36.56666667,949
950,24.96666667,950
951,52.575,951
952,39.83076923,952
953,44.23894231,953
954,42.18035714,954
955,57.72,955
956,45.99785714,956
957,11.85,957
958,31.76666667,958
959,30.48333333,959
960,27.79583333,960
961,36.49,961
962,42.69375,962
963,48.53194444,963
964,7.7,964
965,29.24,965
966,32.34583333,966
967,48.9,967
968,48.9,968
969,31.9,969
970,12.05,970
971,24.15,971
972,38.9875,972
973,39.51875,973
974,29.23333333,974
975,19.325,975
976,18.225,976
977,24.83333333,977
978,23.15,978
979,36.32875,979
980,30.425,980
981,19.86666667,981
982,29.89166667,982
983,28.625,983
984,48.53194444,984
985,37.225,985
986,36.775,986
987,52.16666667,987
988,36.175,988
989,56.85,989
990,49.67857143,990
991,41.45,991
992,39.76,992
993,40.75,993
994,38.65,994
995,27.31666667,995
996,37.94,996
997,18.25,997
998,34.3,998
999,32.5,999
1000,35.49375,1000
1001,29.74166667,1001
1002,30.8,1002
1003,26.3375,1003
1004,22.93333333,1004
1005,44.8,1005
1006,31.71666667,1006
1007,38.13333333,1007
1008,59.55,1008
1009,34.925,1009
1010,42.1,1010
1011,15.95,1011
1012,33.25,1012
1013,23.60833333,1013
1014,23.3,1014
1015,20.4,1015
1016,23.3,1016
1017,40.7,1017
1018,38.213125,1018
1019,23.42857143,1019
1020,31.5375,1020
1021,32.75,1021
1022,20.35,1022
1023,24.0,1023
1024,28.75,1024
1025,28.25416667,1025
1026,25.1,1026
1027,13.95,1027
1028,28.1546875,1028
1029,28.1546875,1029
1030,28.1546875,1030
1031,42.625,1031
1032,51.15,1032
1033,70.65,1033
1034,38.88333333,1034
1035,56.08125,1035
1036,40.27885417,1036
1037,23.95,1037
1038,32.9,1038
1039,23.275,1039
1040,36.85,1040
1041,28.21666667,1041
1042,26.785,1042
1043,47.41678322,1043
1044,47.41678322,1044
1045,47.41678322,1045
1046,24.30238095,1046
1047,15.97142857,1047
1048,40.1,1048
1049,33.23333333,1049
1050,35.925,1050
1051,18.63333333,1051
1052,30.7,1052
1053,29.1125,1053
1054,24.16666667,1054
1055,35.00833333,1055
1056,41.83333333,1056
1057,34.00416667,1057
1058,51.54166667,1058
1059,49.87916667,1059
1060,39.51875,1060
1061,23.45,1061
1062,24.475,1062
1063,22.3,1063
1064,40.0,1064
1065,19.8,1065
1066,40.41142857,1066
1067,18.5,1067
1068,44.53333333,1068
1069,44.6,1069
1070,38.9,1070
1071,23.1,1071
1072,28.36875,1072
1073,16.4,1073
1074,31.725,1074
1075,40.08,1075
1076,23.2,1076
1077,29.575,1077
1078,41.45,1078
1079,54.981875,1079
1080,67.95,1080
1081,67.95,1081
1082,32.0,1082
1083,33.73214286,1083
1084,33.73214286,1084
1085,43.275,1085
1086,41.8,1086
1087,49.7,1087
1088,38.63333333,1088
1089,44.11428571,1089
1090,18.05,1090
1091,24.6375,1091
1092,19.56666667,1092
1093,18.5,1093
1094,23.0,1094
1095,29.81785714,1095
1096,22.03333333,1096
1097,21.90357143,1097
1098,18.1,1098
1099,18.76666667,1099
1100,38.8,1100
1101,36.124375,1101
1102,83.05,1102
1103,91.75,1103
1104,76.025,1104
1105,75.84588462,1105
1106,82.33353846,1106
1107,42.1,1107
1108,38.95,1108
1109,33.0,1109
1110,32.325,1110
1111,50.589375,1111
1112,37.9,1112
1113,25.75192308,1113
1114,30.42692308,1114
1115,18.425,1115
1116,39.5375,1116
1117,25.87291667,1117
1118,51.485,1118
1119,42.425,1119
1120,47.9,1120
1121,18.7,1121
1122,24.15785714,1122
1123,35.24285714,1123
1124,34.5875,1124
1125,34.26666667,1125
1126,38.95,1126
1127,87.45047619,1127
1128,97.45,1128
1129,51.60464286,1129
1130,19.525,1130
1131,34.69166667,1131
1132,30.74285714,1132
1133,38.0875,1133
1134,32.9,1134
1135,24.265625,1135
1136,31.1625,1136
1137,47.7,1137
1138,54.93,1138
1139,47.7,1139
1140,22.37142857,1140
1141,15.09285714,1141
1142,35.825,1142
1143,48.45,1143
1144,58.13333333,1144
1145,38.2375,1145
1146,73.8,1146
1147,34.56666667,1147
1148,29.10416667,1148
1149,22.45416667,1149
1150,74.53333333,1150
1151,65.72,1151
1152,50.84107143,1152
1153,27.05,1153
1154,34.06666667,1154
1155,37.225,1155
1156,17.9,1156
1157,47.7,1157
1158,25.85,1158
1159,24.03333333,1159
1160,32.55,1160
1161,41.94166667,1161
1162,24.47083333,1162
1163,10.275,1163
1164,40.525,1164
1165,33.1375,1165
1166,52.43333333,1166
1167,49.11666667,1167
1168,47.74,1168
1169,54.54,1169
1170,59.575,1170
1171,38.0,1171
1172,53.34545455,1172
1173,29.27,1173
1174,67.68333333,1174
1175,39.05,1175
1176,31.9,1176
1177,37.9,1177
1178,31.9,1178
1179,34.9,1179
1180,48.0,1180
1181,12.5,1181
1182,27.825,1182
1183,60.5,1183
1184,20.425,1184
1185,48.15,1185
1186,15.7,1186
1187,15.7,1187
1188,15.7,1188
1189,56.3,1189
1190,41.6,1190
1191,29.74166667,1191
1192,38.0875,1192
1193,21.85,1193
1194,48.75,1194
1195,38.0075,1195
1196,34.35482143,1196
1197,49.784375,1197
1198,48.2625,1198
1199,22.975,1199
1200,26.65,1200
1201,31.4,1201
1202,33.5,1202
1203,44.9,1203
1204,36.56666667,1204
1205,33.66666667,1205
1206,23.63333333,1206
1207,21.0,1207
1208,30.0,1208
1209,30.5,1209
1210,21.925,1210
1211,23.1,1211
1212,30.42430556,1212
1213,41.25625,1213
1214,40.65,1214
1215,32.6,1215
1216,34.05,1216
1217,69.0,1217
1218,80.775,1218
1219,74.8875,1219
1220,45.72073413,1220
1221,42.92,1221
1222,52.15,1222
1223,33.83333333,1223
1224,35.85333333,1224
1225,42.45,1225
1226,42.7,1226
1227,31.6,1227
1228,37.61666667,1228
1229,38.98,1229
1230,45.35,1230
1231,45.836875,1231
1232,45.35,1232
1233,42.15,1233
1234,48.15,1234
1235,45.15,1235
1236,35.54166667,1236
1237,34.82,1237
1238,30.185,1238
1239,36.64,1239
1240,66.7,1240
1241,59.55,1241
1242,70.65,1242
1243,69.0,1243
1244,74.8875,1244
1245,38.3175,1245
1246,21.9,1246
1247,39.0,1247
1248,33.59166667,1248
1249,20.7,1249
1250,28.3,1250
1251,51.94166667,1251
1252,63.13089161,1252
1253,57.975,1253
1254,39.46785714,1254
1255,30.9,1255
1256,37.2,1256
1257,15.6375,1257
1258,50.6,1258
1259,33.65,1259
1260,49.35,1260
1261,41.9625,1261
1262,44.64166667,1262
1263,61.0,1263
1264,37.9,1264
1265,18.66666667,1265
1266,41.4,1266
1267,31.26666667,1267
1268,26.73333333,1268
1269,30.5,1269
1270,30.05,1270
1271,38.76,1271
1272,29.53333333,1272
1273,30.3,1273
1274,40.66666667,1274
1275,40.15,1275
1276,44.75714286,1276
1277,34.75,1277
1278,27.98,1278
1279,37.55,1279
1280,47.0,1280
1281,38.58571429,1281
1282,30.21333333,1282
1283,28.71,1283
1284,58.8875,1284
1285,61.81875,1285
1286,59.7,1286
1287,48.75,1287
1288,40.32708333,1288
1289,27.25,1289
1290,18.15,1290
1291,31.04,1291
1292,21.17583333,1292
1293,48.6,1293
1294,35.6,1294
1295,44.0,1295
1296,41.67916667,1296
1297,43.625,1297
1298,35.61666667,1298
1299,31.19166667,1299
1300,31.475,1300
1301,24.39090909,1301
1302,37.45,1302
1303,35.7,1303
1304,20.16666667,1304
1305,70.65,1305
1306,48.87916667,1306
1307,38.63333333,1307
1308,48.75,1308
1309,67.8625,1309
1310,43.5225,1310
1311,52.6375,1311
1312,30.35,1312
1313,19.4,1313
1314,34.0,1314
1315,46.23269231,1315
1316,32.975,1316
1317,57.55,1317
1318,36.53875,1318
1319,32.1,1319
1320,52.85,1320
1321,32.6,1321
1322,33.225,1322
1323,24.16666667,1323
1324,37.39166667,1324
1325,34.93333333,1325
1326,15.95,1326
1327,15.95,1327
1328,25.36666667,1328
1329,21.0,1329
1330,20.11770833,1330
1331,26.0,1331
1332,35.575,1332
1333,30.5,1333
1334,34.7625,1334
1335,19.175,1335
1336,32.8,1336
1337,29.7,1337
1338,25.64666667,1338
1339,21.56666667,1339
1340,37.65,1340
1341,27.275,1341
1342,41.1,1342
1343,31.48333333,1343
1344,18.95,1344
1345,22.375,1345
1346,37.94041667,1346
1347,74.19967949,1347
1348,63.79583333,1348
1349,61.81875,1349
1350,42.77791667,1350
1351,43.11625,1351
1352,22.45,1352
1353,18.8,1353
1354,17.1,1354
1355,36.15,1355
1356,35.28,1356
1357,24.725,1357
1358,53.95,1358
1359,49.085,1359
1360,55.65,1360
1361,61.35,1361
1362,30.35,1362
1363,53.1,1363
1364,21.7,1364
1365,23.7,1365
1366,25.36666667,1366
1367,25.45833333,1367
1368,45.35,1368
1369,37.43333333,1369
1370,24.46666667,1370
1371,28.3097619,1371
1372,33.2,1372
1373,48.25,1373
1374,41.975,1374
1375,16.34444444,1375
1376,47.1,1376
1377,53.95,1377
1378,23.575,1378
1379,35.7375,1379
1380,30.8625,1380
1381,34.75,1381
1382,55.525,1382
1383,41.0546131,1383
1384,44.7075,1384
1385,38.89,1385
1386,38.215,1386
1387,43.36,1387
1388,42.705,1388
1389,24.15,1389
1390,22.88222222,1390
1391,37.775,1391
1392,39.54166667,1392
1393,28.55,1393
1394,28.66666667,1394
1395,33.675,1395
1396,38.65,1396
1397,15.03333333,1397
1398,26.67708333,1398
1399,40.325,1399
1400,36.95555556,1400
1401,60.35714286,1401
1402,46.91875,1402
1403,30.12916667,1403
1404,34.325,1404
1405,28.90625,1405
1406,24.3875,1406
1407,37.565,1407
1408,25.10833333,1408
1409,24.50625,1409
1410,25.32291667,1410
1411,27.65,1411
1412,35.05,1412
1413,47.05,1413
1414,33.7,1414
1415,40.65,1415
1416,33.9,1416
1417,32.46,1417
1418,32.7125,1418
1419,27.98,1419
1420,38.75,1420
1421,42.77791667,1421
1422,33.78,1422
1423,33.62857143,1423
1424,42.12,1424
1425,35.04166667,1425
1426,22.85,1426
1427,36.31666667,1427
1428,26.30104167,1428
1429,27.4265625,1429
1430,21.05,1430
1431,20.23333333,1431
1432,42.5,1432
1433,19.4725,1433
1434,33.2,1434
1435,28.03333333,1435
1436,37.78571429,1436
1437,26.55,1437
1438,55.325,1438
1439,35.35,1439
1440,43.73214286,1440
1441,47.57,1441
1442,35.26666667,1442
1443,36.99333333,1443
1444,32.77142857,1444
1445,36.56666667,1445
1446,31.08333333,1446
1447,46.20288462,1447
1448,37.00697115,1448
1449,41.60492788,1449
1450,37.75,1450
1451,50.6,1451
1452,42.648,1452
1453,41.59166667,1453
1454,35.40909091,1454
1455,33.2,1455
1456,45.83333333,1456
1457,16.4,1457
1458,37.5,1458
1459,36.0,1459
1460,52.6,1460
1461,28.55,1461
1462,26.73333333,1462
1463,27.1875,1463
1464,30.3765625,1464
1465,32.45,1465
1466,24.75,1466
1467,30.63333333,1467
1468,36.15,1468
1469,46.5702381,1469
1470,48.225,1470
1471,27.96666667,1471
1472,37.13333333,1472
1473,23.6,1473
1474,64.55,1474
1475,55.575,1475
1476,91.15,1476
1477,19.825,1477
1478,27.325,1478
1479,31.05,1479
1480,34.93625,1480
1481,33.5875,1481
1482,19.73333333,1482
1483,38.9875,1483
1484,36.75,1484
1485,41.1,1485
1486,41.2,1486
1487,26.9375,1487
1488,30.3,1488
1489,37.85,1489
